area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1464.0,2.0,1.0,145.0,2,9904.371584699453
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,861.0,2.0,0.0,36.5,2,4239.256678281068
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047.0,2.0,1.0,82.62,2,7891.117478510028
Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2300.0,3.0,3.0,369.0,3,16043.478260869566
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,JSonyar,1000.0,2.0,1.0,62.0,2,6200.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682.0,3.0,1.0,113.0,3,6718.192627824019
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,814.0,2.0,1.0,42.0,2,5159.7051597051595
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,GSodsee,1145.0,2.0,1.0,46.5,2,4061.1353711790393
Super built-up  Area,Ready To Move,Varthur,2 BHK,Maita R,965.0,2.0,1.0,34.0,2,3523.316062176166
Built-up  Area,Ready To Move,Banashankari,3 BHK,V2anags,1300.0,2.0,2.0,55.0,3,4230.7692307692305
Super built-up  Area,18-May,1st Phase JP Nagar,3 BHK,Inntsth,1590.0,3.0,3.0,131.0,3,8238.993710691824
Super built-up  Area,20-Aug,Begur Road,1 BHK,Pruthg ,644.0,1.0,1.0,40.0,1,6211.180124223602
Super built-up  Area,18-Mar,Whitefield,2 BHK,Pranthi,982.0,2.0,1.0,37.0,2,3767.8207739307536
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,MJeusyl,1555.0,3.0,2.0,75.17,3,4834.083601286174
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,PisomSu,1085.0,2.0,1.0,46.0,2,4239.6313364055295
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640.0,3.0,2.0,220.0,3,13414.634146341463
Built-up  Area,18-Aug,Thanisandra,3 BHK,Bhmesy ,1595.0,3.0,1.0,110.0,3,6896.551724137931
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196.0,2.0,2.0,40.44,2,3381.2709030100336
Super built-up  Area,18-Mar,Yelahanka,3 BHK,Miitat ,1859.0,3.0,1.0,108.0,3,5809.575040344271
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,Vasisvi,1079.0,2.0,1.0,60.0,2,5560.704355885079
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Satanan,1118.0,2.0,1.0,42.0,2,3756.7084078711987
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Roareta,1198.0,2.0,2.0,60.0,2,5008.347245409015
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,1830.0,4.0,2.0,135.0,3,7377.049180327869
Super built-up  Area,20-Oct,Banashankari Stage VI,2 BHK,Brens7 ,1160.0,2.0,1.0,59.0,2,5086.206896551724
Super built-up  Area,Ready To Move,Ejipura,3 BHK,Emsic C,2070.0,3.0,3.0,135.0,3,6521.739130434783
Built-up  Area,17-Mar,Kannamangala,2 BHK,VBownre,957.0,2.0,0.0,52.5,2,5485.8934169279
Super built-up  Area,18-Dec,Bannerghatta Road,2 BHK,Uncioe ,1268.0,2.0,1.0,69.0,2,5441.640378548896
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1450.0,2.0,2.0,87.0,3,6000.0
Built-up  Area,Ready To Move,Manorayana Palya,3 BHK,Bhncy V,1600.0,2.0,2.0,75.0,3,4687.5
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1330.0,2.0,1.0,57.0,3,4285.714285714285
Super built-up  Area,Ready To Move,Jakkur,3 BHK,Paurt C,1355.0,2.0,2.0,65.0,3,4797.047970479704
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,SSaveik,1100.0,2.0,1.0,38.49,2,3499.090909090909
Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,2 BHK,Nentsan,900.0,1.0,1.0,44.0,2,4888.888888888889
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1140.0,2.0,1.0,42.0,2,3684.2105263157896
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2106.0,3.0,3.0,148.0,3,7027.540360873694
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSndsod,1660.0,2.0,2.0,116.0,3,6987.951807228916
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,SJmesst,1549.0,3.0,2.0,80.0,3,5164.622336991608
Super built-up  Area,19-Mar,Marathahalli,1 BHK,Unezes ,700.0,1.0,1.0,38.0,1,5428.571428571428
Super built-up  Area,18-Dec,Balagere,2 BHK,Soresea,1012.0,2.0,1.0,64.0,2,6324.110671936759
Super built-up  Area,19-Dec,Marathahalli,3 BHK,PrensKe,1469.0,3.0,1.0,89.0,3,6058.543226684819
Super built-up  Area,18-Aug,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,69.0,2,5674.3421052631575
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Brods W,1065.0,2.0,1.0,56.13,2,5270.422535211268
Super built-up  Area,19-Mar,Thanisandra,3 BHK,Bhe 2ko,1411.0,3.0,1.0,93.15,3,6601.700921332388
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,Vatlede,1400.0,2.0,2.0,57.5,2,4107.142857142857
Super built-up  Area,Ready To Move,Hoskote,3 BHK,Deiveer,1250.0,3.0,2.0,29.0,3,2320.0
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115.0,2.0,1.0,50.0,2,4484.304932735426
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,DSestil,1000.0,2.0,1.0,35.0,2,3500.0
Super built-up  Area,18-Mar,Panathur,3 BHK,EcEONfe,1580.0,3.0,0.0,71.89,3,4550.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Chllsev,1800.0,3.0,2.0,90.0,3,5000.0
Super built-up  Area,Ready To Move,Mathikere,2 BHK,CSncele,1500.0,2.0,2.0,130.0,2,8666.666666666666
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645.0,1.0,1.0,16.45,1,2550.3875968992247
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Esree8 ,1494.0,3.0,2.0,82.0,3,5488.621151271754
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,Prsun S,1949.0,3.0,2.0,129.0,3,6618.778860954336
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Krberl ,1020.0,2.0,1.0,46.5,2,4558.823529411765
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,PrawnRa,883.0,2.0,1.0,45.0,2,5096.262740656852
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1240.0,2.0,2.0,80.0,2,6451.612903225807
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835.0,3.0,3.0,88.0,3,4795.6403269754765
Built-up  Area,Ready To Move,Gottigere,2 BHK,Skvasa ,945.0,2.0,0.0,45.0,2,4761.9047619047615
Super built-up  Area,Ready To Move,Sathya Layout,3 BHK,NChtsun,1504.0,2.0,2.0,100.0,3,6648.936170212766
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1569.0,3.0,2.0,150.0,3,9560.229445506691
Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1755.0,3.0,2.0,130.0,3,7407.407407407408
Super built-up  Area,19-Dec,Electronics City Phase 1,3 BHK,Shitt S,1450.0,3.0,2.0,72.54,3,5002.758620689656
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Maodser,1000.0,2.0,0.0,48.0,2,4800.0
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRlpank,1215.0,2.0,2.0,59.0,2,4855.9670781893
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2 BHK,Prllsan,1178.0,2.0,1.0,75.0,2,6366.723259762309
Plot  Area,18-Aug,Hulimavu,4 Bedroom,ValleCi,1500.0,4.0,3.0,192.0,4,12800.0
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2 BHK,Aaityi ,2040.0,2.0,2.0,59.0,2,2892.156862745098
Super built-up  Area,18-May,Shanti Nagar,3 BHK,UbreeAn,1602.0,2.0,1.0,165.0,3,10299.625468164793
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194.0,2.0,2.0,46.0,2,3852.5963149078725
Built-up  Area,Ready To Move,Jayamahal,3 BHK,Peace P,1800.0,3.0,1.0,220.0,3,12222.222222222223
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Maantr ,1700.0,3.0,3.0,108.0,3,6352.941176470588
Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1200.0,3.0,2.0,65.0,3,5416.666666666667
Plot  Area,Ready To Move,Veer Sandra,3 Bedroom,Thessie,1500.0,3.0,0.0,72.0,3,4800.0
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,1240.0,3.0,2.0,165.0,3,13306.451612903225
Built-up  Area,Ready To Move,Chennappa Layout,3 BHK,Mawerer,1280.0,2.0,1.0,48.0,3,3750.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Chhalut,1560.0,2.0,2.0,85.0,2,5448.717948717948
Super built-up  Area,Ready To Move,Brookefield,4 BHK,Gotaten,2400.0,3.0,3.0,140.0,4,5833.333333333333
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,NaaveEn,900.0,2.0,1.0,45.0,2,5000.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850.0,3.0,2.0,155.0,3,8378.378378378378
Built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1831.0,3.0,1.0,110.0,3,6007.646095030038
Built-up  Area,18-Jul,Electronic City Phase II,3 BHK,Sryalan,1320.0,2.0,1.0,38.13,3,2888.636363636364
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Shthi S,1272.5,2.0,0.0,40.72,3,3200.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820.0,3.0,2.0,85.4,3,4692.307692307692
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075.0,2.0,1.0,41.0,3,3813.953488372093
Super built-up  Area,Ready To Move,Kadugodi,1 BHK,RatatHa,925.0,1.0,0.0,40.7,1,4400.000000000001
Super built-up  Area,21-Dec,Electronic City,2 BHK,KonteiT,1140.0,2.0,1.0,70.93,2,6221.9298245614045
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Matlelp,1805.0,2.0,2.0,75.0,3,4155.124653739612
Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1355.0,3.0,0.0,135.0,4,9963.09963099631
Super built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1716.0,2.0,0.0,115.0,3,6701.631701631702
Super built-up  Area,18-Dec,Chandapura,2 BHK,AMAKS O,937.0,2.0,1.0,30.0,2,3201.7075773745996
Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1490.0,2.0,1.0,115.0,3,7718.120805369127
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,Meentan,4856.0,5.0,3.0,410.0,4,8443.163097199342
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,4003.0,6.0,1.0,525.0,4,13115.16362727954
Super built-up  Area,17-May,Whitefield,2 BHK,SVineun,1100.0,2.0,1.0,37.0,2,3363.6363636363635
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Saowsi ,1000.0,2.0,2.0,48.53,2,4853.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047.0,2.0,1.0,91.0,2,8691.499522445081
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1420.0,2.0,2.0,75.0,3,5281.69014084507
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Dhndsh ,1550.0,3.0,1.0,59.0,3,3806.451612903226
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Srandir,1553.0,3.0,3.0,68.0,3,4378.62202189311
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,920.0,2.0,2.0,26.0,2,2826.086956521739
Super built-up  Area,Ready To Move,Jeevan bima nagar,3 BHK,Lancysi,1740.0,3.0,3.0,120.0,3,6896.551724137931
Super built-up  Area,18-Mar,Kundalahalli,3 BHK,Dieldli,1724.0,3.0,1.0,146.0,3,8468.677494199535
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,Inentva,1020.0,2.0,2.0,60.0,2,5882.35294117647
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,ShdhiSa,1200.0,2.0,2.0,80.0,2,6666.666666666667
Built-up  Area,Ready To Move,Haralur Road,2 BHK,Siows M,1140.0,2.0,2.0,58.0,2,5087.7192982456145
Super built-up  Area,Ready To Move,Basava Nagar,1 BHK,SLionan,550.0,1.0,1.0,16.0,1,2909.090909090909
Super built-up  Area,17-Oct,Bannerghatta Road,3 BHK,SNillin,1450.0,3.0,1.0,44.0,3,3034.4827586206898
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700.0,2.0,1.0,35.07,2,5010.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Apows M,1050.0,2.0,1.0,45.0,2,4285.714285714285
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,AszarAl,1492.0,2.0,2.0,65.0,2,4356.56836461126
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2856.0,5.0,0.0,157.5,4,5514.705882352941
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,CoLeoen,1489.0,2.0,3.0,82.0,3,5507.051712558764
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1140.0,2.0,2.0,42.0,2,3684.2105263157896
Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,Vanusn ,1431.0,3.0,2.0,65.0,3,4542.278127183788
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682.0,3.0,1.0,114.0,3,6777.645659928657
Super built-up  Area,18-Feb,Panathur,2 BHK,Prcesvy,1198.0,2.0,1.0,86.26,2,7200.33388981636
Plot  Area,18-May,Outer Ring Road East,3 Bedroom,PrstaTe,3664.0,3.0,2.0,325.0,3,8870.087336244542
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SJityaz,1550.0,2.0,2.0,69.75,3,4500.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,Ahriaup,539.0,1.0,1.0,45.0,1,8348.794063079777
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,ShdhiSa,1200.0,2.0,2.0,79.55,2,6629.166666666667
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1186.0,2.0,2.0,40.0,3,3372.681281618887
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLityee,1039.0,2.0,2.0,39.5,2,3801.732435033686
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Maionra,2520.0,3.0,2.0,150.0,3,5952.380952380952
Built-up  Area,Ready To Move,Brookefield,2 BHK,Roeekbl,1225.0,2.0,2.0,66.5,2,5428.571428571428
Built-up  Area,Ready To Move,Bommanahalli,2 BHK,BlibuMa,1350.0,2.0,2.0,72.0,2,5333.333333333333
Super built-up  Area,Ready To Move,Vittal Mallya Road,2 BHK,Pontspa,1030.0,2.0,2.0,300.0,2,29126.21359223301
Super built-up  Area,Ready To Move,Brindavan Nagar,3 BHK,Mancy R,1520.0,3.0,2.0,111.0,3,7302.631578947368
Built-up  Area,Ready To Move,Dena Bank Colony,3 BHK,Aliewe ,1391.0,2.0,3.0,64.5,3,4636.951833213516
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Paentta,1200.0,2.0,2.0,50.0,2,4166.666666666667
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1322.0,2.0,2.0,80.0,2,6051.437216338881
Super built-up  Area,19-Dec,Whitefield,3 BHK,Goted U,2173.0,3.0,2.0,128.0,3,5890.473999079613
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,AbiewLa,1200.0,2.0,2.0,75.0,2,6250.0
Super built-up  Area,18-May,Devanahalli,1 BHK,Sabixtt,698.5,1.0,0.0,28.57,1,4090.1932712956336
Super built-up  Area,Ready To Move,Seetharampalya,2 BHK,ArierPr,1250.0,2.0,2.0,90.0,2,7200.0
Super built-up  Area,19-Dec,Chandapura,2 BHK,SuVue S,1025.0,2.0,2.0,27.68,2,2700.487804878049
Built-up  Area,Ready To Move,Whitefield,3 BHK,JahanSa,1435.0,3.0,2.0,45.0,3,3135.8885017421603
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,Shitt S,1175.0,2.0,2.0,64.98,2,5530.212765957447
Built-up  Area,Ready To Move,Doddabidrakallu,2 BHK,Lants A,900.0,2.0,1.0,33.0,2,3666.6666666666665
Plot  Area,Ready To Move,Jigani,4 Bedroom,Prllasw,3170.0,5.0,2.0,230.0,4,7255.520504731861
Super built-up  Area,18-May,Shanti Nagar,3 BHK,UbreeAn,1602.0,2.0,1.0,170.0,3,10611.735330836455
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220.0,2.0,2.0,42.0,2,3442.622950819672
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2500.0,3.0,3.0,350.0,3,14000.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2145.0,3.0,3.0,180.0,3,8391.608391608392
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,960.0,2.0,3.0,58.0,2,6041.666666666667
Super built-up  Area,Ready To Move,NGR Layout,1 BHK,DSestre,907.0,1.0,1.0,38.0,1,4189.636163175303
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1210.0,2.0,1.0,74.0,2,6115.702479338843
Super built-up  Area,Ready To Move,Jnana Ganga Nagar,2 BHK,SLestde,1230.0,2.0,2.0,70.0,2,5691.056910569106
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,MBaleRo,1350.0,2.0,1.0,75.0,3,5555.555555555556
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,Unateit,1150.0,2.0,2.0,58.0,2,5043.478260869565
Super built-up  Area,19-Apr,Sarjapur,3 BHK,CLdiaAr,1404.0,2.0,0.0,53.35,3,3799.8575498575497
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Hotat H,1285.0,2.0,2.0,56.0,2,4357.976653696498
Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARureig,1018.0,2.0,1.0,50.8,2,4990.176817288801
Super built-up  Area,Ready To Move,Ejipura,3 BHK,DSidsrc,1600.0,3.0,3.0,95.0,3,5937.5
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,Vasisvi,1480.0,2.0,1.0,80.0,2,5405.405405405405
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Madgeer,1435.0,3.0,3.0,53.0,3,3693.3797909407667
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Chhamku,1590.0,2.0,3.0,85.0,3,5345.911949685535
Super built-up  Area,18-Apr,Kengeri,3 BHK,Liwerun,1741.0,3.0,2.0,80.0,3,4595.060310166571
Super built-up  Area,19-Dec,JP Nagar,3 BHK,Shestut,1750.0,3.0,1.0,123.0,3,7028.571428571428
Super built-up  Area,17-Dec,Tumkur Road,2 BHK,Sahtsva,1027.0,2.0,1.0,60.0,2,5842.259006815969
Built-up  Area,Ready To Move,Geleyara Balaga Layout,2 BHK,Jahtsa ,596.0,2.0,1.0,22.0,2,3691.2751677852348
Built-up  Area,Ready To Move,Dollar Scheme Colony,4 BHK,Vacesi ,3463.0,6.0,0.0,310.0,4,8951.775916835115
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790.0,5.0,3.0,198.0,4,7096.774193548387
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,ArrdsOr,1000.0,2.0,1.0,60.0,2,6000.0
Super built-up  Area,18-Apr,Varthur,2 BHK,Muistry,1120.0,2.0,2.0,44.24,2,3950.0
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,GoratAr,1570.0,3.0,2.0,110.0,3,7006.369426751592
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Ansna K,1500.0,3.0,1.0,135.0,3,9000.0
Built-up  Area,Ready To Move,Frazer Town,2 BHK,Elrisnt,1315.0,2.0,2.0,140.0,2,10646.38783269962
Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,Sryalan,1140.0,2.0,1.0,33.84,2,2968.421052631579
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Goeesem,1105.0,2.0,2.0,90.0,2,8144.796380090498
Super built-up  Area,18-Dec,Whitefield,1 BHK,Prtates,905.0,1.0,1.0,62.0,1,6850.828729281768
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,SReafin,1185.0,2.0,1.0,50.0,2,4219.4092827004215
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,Amlisai,1458.0,3.0,2.0,60.0,3,4115.22633744856
Super built-up  Area,Ready To Move,Hormavu,3 BHK,Undraro,1555.0,3.0,2.0,75.0,3,4823.15112540193
Built-up  Area,Ready To Move,Devi Nagar,2 BHK,Deiten ,1200.0,2.0,2.0,45.0,2,3750.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,SJityaz,1308.0,2.0,1.0,58.86,2,4500.0
Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1024.0,2.0,2.0,44.0,2,4296.875
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194.0,2.0,2.0,47.0,2,3936.348408710218
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Niowshi,1639.0,3.0,3.0,120.0,3,7321.537522879805
Super built-up  Area,19-Jun,Whitefield,3 BHK,VaiteEx,1870.0,3.0,2.0,138.0,3,7379.679144385027
Super built-up  Area,18-Oct,Hennur Road,2 BHK,Puachal,1232.0,2.0,1.0,87.0,2,7061.688311688312
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Salisal,1719.0,3.0,1.0,184.0,3,10703.89761489238
Super built-up  Area,18-May,Chandapura,2 BHK,SunceEs,975.0,2.0,1.0,24.86,2,2549.74358974359
Super built-up  Area,Ready To Move,Jakkur,2 BHK,BrdgeNo,1230.0,2.0,1.0,79.0,2,6422.764227642277
Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,Leeno S,2120.0,3.0,2.0,177.0,3,8349.056603773584
Super built-up  Area,Ready To Move,Electronic City,2 BHK,SraveSL,1096.0,2.0,2.0,40.55,2,3699.8175182481746
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1107.83,2.0,1.0,41.51,2,3746.964787016059
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1320.0,2.0,2.0,115.0,2,8712.121212121212
Super built-up  Area,19-Mar,8th Phase JP Nagar,3 BHK,Vaarech,1431.5,3.0,0.0,72.02,3,5031.086273140063
Super built-up  Area,18-Feb,Whitefield,2 BHK,BrlisCo,1320.0,2.0,1.0,99.26,2,7519.69696969697
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Haestt ,2901.0,4.0,2.0,190.0,3,6549.465701482248
Built-up  Area,Ready To Move,GM Palaya,3 BHK,Scsta V,1315.0,2.0,2.0,65.0,3,4942.9657794676805
Super built-up  Area,Ready To Move,VGP Layout,2 BHK,Manha M,1000.0,2.0,1.0,44.0,2,4400.0
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,APncyla,1596.0,3.0,3.0,79.8,3,5000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,2403.0,4.0,2.0,270.0,4,11235.955056179775
Super built-up  Area,20-Dec,Old Madras Road,3 BHK,Shmes O,1350.0,3.0,2.0,47.25,3,3500.0
Super built-up  Area,Ready To Move,Sultan Palaya,3 BHK,Vaaldak,1713.0,3.0,3.0,125.0,3,7297.139521307648
Built-up  Area,Ready To Move,Ittamadu,2 BHK,Arnts A,1200.0,2.0,0.0,43.0,2,3583.3333333333335
Super built-up  Area,19-Dec,Binny Pete,3 BHK,She 2rk,1795.0,3.0,2.0,139.0,3,7743.732590529248
Built-up  Area,Ready To Move,Kereguddadahalli,1 BHK,Inave R,600.0,1.0,1.0,19.5,1,3250.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1965.0,4.0,2.0,132.0,3,6717.557251908397
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,Shitt S,1200.0,2.0,2.0,59.76,2,4980.0
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,914.0,2.0,2.0,55.0,2,6017.505470459519
Super built-up  Area,20-Sep,Whitefield,2 BHK,Goted U,1485.0,2.0,1.0,96.51,2,6498.989898989899
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,SPavenc,1460.0,2.0,3.0,43.79,3,2999.3150684931506
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,TNrdet ,1450.0,2.0,1.0,57.0,2,3931.0344827586205
Built-up  Area,Ready To Move,HSR Layout,3 BHK,B ncysi,1360.0,2.0,1.0,53.0,3,3897.0588235294117
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125.0,2.0,1.0,48.0,2,4266.666666666667
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1460.0,2.0,2.0,100.0,3,6849.315068493151
Built-up  Area,Ready To Move,Green View Layout,2 BHK,Makeser,1107.0,2.0,2.0,40.0,2,3613.369467028004
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,Pride S,1760.0,3.0,2.0,128.0,3,7272.727272727273
Super built-up  Area,Ready To Move,BTM Layout,3 BHK,PancyPr,1600.0,3.0,2.0,112.0,3,7000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gotis A,1755.0,3.0,3.0,101.0,3,5754.985754985755
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Chtali ,1200.0,2.0,1.0,50.0,2,4166.666666666667
Super built-up  Area,Ready To Move,Chokkanahalli,2 BHK,GrhtiSr,1266.67,2.0,0.0,69.0,2,5447.3540859103
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Pronege,4800.0,5.0,2.0,550.0,4,11458.333333333334
Super built-up  Area,18-May,Mysore Road,2 BHK,Brama P,1029.5,2.0,0.0,50.855,2,4939.776590577951
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128.0,2.0,2.0,40.0,2,3546.099290780142
Super built-up  Area,18-Jul,Arekere,4 BHK,RRnumn ,2710.0,6.0,2.0,142.0,4,5239.852398523985
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151.0,2.0,2.0,39.0,2,3388.3579496090356
Super built-up  Area,Ready To Move,Electronic City,2 BHK,SriewGr,1017.0,2.0,2.0,27.0,2,2654.8672566371683
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Srncy R,920.0,2.0,1.0,40.0,2,4347.826086956522
Super built-up  Area,Ready To Move,Munnekollal,3 BHK,DSalehn,1750.0,3.0,3.0,86.5,3,4942.857142857143
